CustomerID,Age,TenureYears,Income,NumProducts,MonthlySpend
309,45.5,0.19,104194.0,2,72.29
310,38.0,0.11,85505.0,4,103.08
311,37.8,0.55,62576.0,2,67.2
312,51.0,3.9,51131.0,2,90.57
313,48.3,0.61,72893.0,1,61.07
314,48.1,2.15,87463.0,2,99.41
315,53.1,0.29,62259.0,1,74.15
316,40.2,7.61,64192.0,1,88.08
317,46.8,1.26,126440.0,4,138.92
318,36.9,7.16,91573.0,1,101.29
319,43.2,8.69,93003.0,1,118.43
320,38.7,0.02,40794.0,2,76.74
321,41.0,1.87,55856.0,3,110.49
322,46.0,0.07,71494.0,1,73.85
323,31.8,7.18,49977.0,1,97.35
324,60.9,2.19,102008.0,1,64.83
325,29.9,0.23,98206.0,1,59.53
326,27.9,0.35,59329.0,2,63.49
327,51.6,1.45,105678.0,2,104.56
328,47.9,8.45,69915.0,2,100.62
329,46.2,3.54,121788.0,2,121.3
330,46.3,6.07,72894.0,3,128.27
331,39.9,1.37,81524.0,2,60.42
332,31.0,0.13,97998.0,4,103.82
333,40.8,10.0,95553.0,2,153.86
334,33.2,0.05,80215.0,3,108.01
335,49.8,8.85,67177.0,2,108.07
336,38.5,1.38,80283.0,2,73.53
337,31.7,0.03,53676.0,3,50.12
338,36.8,3.51,73043.0,1,103.91
339,44.1,10.0,47814.0,2,119.62
340,34.4,10.0,34382.0,3,157.18
341,31.8,0.53,71009.0,3,93.41
342,42.4,0.6,95246.0,2,95.26
343,42.4,2.5,88516.0,2,111.21
344,34.9,3.04,68362.0,1,102.29
345,35.3,4.03,104940.0,4,149.81
346,42.3,0.6,58619.0,2,76.41
347,25.5,9.58,31643.0,3,126.43
348,25.9,3.05,26358.0,1,45.55
349,32.8,5.63,46376.0,1,76.2
350,37.9,2.33,86332.0,2,97.02
351,43.1,1.6,57304.0,2,101.58
352,54.8,10.0,79219.0,2,124.79
353,48.6,2.62,102926.0,1,104.94
354,38.4,6.05,47998.0,1,83.27
355,39.8,9.19,79570.0,1,131.44
356,30.0,3.38,80779.0,1,94.64
357,39.8,2.39,52785.0,1,77.2
358,37.1,0.01,97084.0,3,118.66
359,43.2,0.12,64246.0,2,88.71
360,31.7,0.67,62325.0,2,94.5
361,45.2,0.62,112232.0,4,159.8
362,55.3,0.88,80455.0,2,110.39
363,38.9,1.09,88506.0,4,127.89
364,44.0,1.34,97098.0,1,73.79
365,46.9,1.64,56991.0,2,86.27
366,36.0,0.31,94996.0,2,60.79
367,42.2,0.13,59962.0,2,87.0
368,40.1,3.36,59108.0,2,74.55
369,41.0,2.31,64560.0,1,89.19
370,32.3,1.76,57559.0,3,126.77
371,40.2,3.02,86443.0,2,77.9
372,45.0,5.28,75344.0,1,90.61
373,54.5,1.67,60176.0,2,66.04
374,49.6,3.07,83490.0,3,87.56
375,61.5,9.21,64496.0,1,104.61
376,32.3,5.49,63439.0,1,97.59
377,48.7,1.67,70974.0,3,112.77
378,41.8,3.1,79269.0,4,129.48
379,61.9,0.58,77797.0,1,43.42
380,31.9,2.47,62735.0,4,119.52
381,31.6,10.0,86942.0,2,112.64
382,34.0,2.19,65552.0,4,95.95
383,18.8,7.88,56900.0,2,97.84
384,34.7,1.57,40640.0,3,105.01
385,32.4,10.0,89664.0,3,159.27
386,41.5,2.6,70248.0,1,80.88
387,43.4,0.13,74217.0,1,52.29
388,58.8,2.65,90916.0,2,93.24
389,49.5,0.96,60452.0,1,43.16
390,34.2,0.1,42512.0,2,88.14
391,31.0,5.16,71396.0,4,167.58
392,44.9,0.97,76159.0,1,78.5
393,26.8,4.78,64743.0,2,111.15
394,58.3,1.02,99475.0,2,91.96
395,51.8,0.65,20277.0,2,36.71
396,35.3,10.0,92401.0,1,109.44
397,22.9,1.35,85823.0,1,69.6
398,53.5,2.76,79135.0,3,104.27
399,38.9,2.82,20000.0,3,77.93
400,52.4,2.47,95678.0,3,115.95
401,24.1,7.38,49471.0,3,109.44
402,34.0,3.37,59846.0,2,123.47
403,40.1,1.55,66588.0,3,78.91
404,40.5,5.95,78148.0,2,124.3
405,35.5,0.6,82789.0,1,67.32
406,46.2,2.36,87857.0,2,103.68
407,29.3,9.02,86317.0,1,122.57
408,38.6,2.95,75059.0,2,97.15
409,41.2,5.09,78318.0,1,74.76
410,45.1,3.18,48185.0,2,80.04
411,47.1,5.49,54979.0,2,101.74
412,28.8,8.67,87909.0,3,145.46
413,24.7,0.96,86744.0,2,74.59
414,52.8,0.56,84476.0,4,135.56
415,43.3,1.98,59712.0,1,31.31
416,32.5,3.63,88210.0,2,99.91
417,55.5,0.77,46775.0,2,58.29
418,41.2,0.01,91547.0,4,119.38
419,51.8,1.26,64783.0,2,97.11
420,40.7,10.0,103683.0,2,120.35
421,60.6,3.56,39571.0,1,103.32
422,57.6,1.54,105268.0,1,87.3
423,37.5,0.64,62771.0,2,84.12
424,49.7,1.32,62410.0,3,74.68
425,46.5,0.56,73897.0,1,66.46
426,53.7,0.34,56058.0,1,73.27
427,30.4,7.12,68553.0,1,101.45
428,46.9,10.0,55247.0,1,109.0
429,50.6,0.54,55979.0,4,103.99
430,22.4,0.17,79738.0,3,77.59
431,28.2,1.2,51969.0,2,56.39
432,19.6,1.86,54636.0,1,84.3
433,37.3,0.69,42544.0,4,113.77
434,47.2,1.08,59921.0,1,79.59
435,55.0,0.67,96232.0,2,79.06
436,40.7,4.47,53081.0,4,121.17
437,56.3,3.74,55367.0,2,108.84
438,26.2,3.02,73878.0,1,61.65
439,23.0,1.47,62584.0,1,84.84
440,39.4,7.19,114563.0,4,153.0
441,43.8,10.0,66749.0,1,98.76
442,39.7,0.57,76704.0,2,83.07
443,19.3,0.76,88875.0,3,88.2
444,39.1,2.24,88492.0,3,83.16
445,27.0,0.29,74666.0,2,82.83
446,46.7,1.72,66777.0,1,78.13
447,43.7,2.62,110481.0,2,125.39
448,30.6,2.21,68005.0,1,82.66
449,34.9,1.21,61166.0,1,95.13
450,29.4,2.35,57083.0,3,120.29
451,39.4,9.57,35464.0,1,108.12
452,49.6,0.69,86432.0,1,79.78
453,30.1,3.19,23039.0,2,93.92
454,45.0,0.13,69886.0,2,45.27
455,34.7,0.21,65903.0,3,85.35
456,32.1,2.41,114799.0,3,95.32
457,38.9,0.33,33367.0,2,74.99
458,29.6,0.07,51978.0,2,60.3
459,34.5,0.56,67278.0,2,125.19
460,28.0,2.5,66049.0,1,66.49
461,59.6,3.65,59009.0,2,92.84
462,40.4,0.68,68380.0,2,74.7
463,33.0,3.31,44809.0,1,62.35
464,42.1,0.6,77144.0,1,50.12
465,38.9,2.85,23570.0,2,54.52
466,37.8,1.59,69485.0,2,53.13
467,46.1,3.18,57993.0,2,97.11
468,47.6,10.0,90326.0,3,144.53
469,34.7,8.33,105106.0,2,162.87
470,34.2,0.01,63379.0,4,86.93
471,37.2,6.5,97815.0,2,143.85
472,18.0,0.21,63678.0,2,100.75
473,24.8,9.18,50677.0,1,120.76
474,53.7,0.99,104918.0,2,100.04
475,56.4,1.44,80416.0,3,98.82
476,37.5,0.29,70089.0,2,98.69
477,45.8,0.36,83744.0,1,58.24
478,43.1,3.89,75484.0,2,103.62
479,70.8,8.67,68616.0,1,104.19
480,51.2,2.83,43471.0,2,67.83
481,38.7,3.77,64589.0,2,98.92
482,30.4,4.31,82465.0,2,115.93
483,23.9,0.91,67545.0,3,83.11
484,42.0,0.14,88047.0,2,92.75
485,32.4,0.01,77673.0,2,47.89
486,25.8,1.3,52437.0,2,62.14
487,33.5,0.83,43617.0,3,79.93
488,29.2,0.19,66856.0,3,98.39
489,56.9,0.59,59515.0,1,74.31
490,48.8,0.4,76726.0,2,83.66
491,39.9,7.39,55637.0,2,117.71
492,54.8,0.45,57692.0,1,57.49
493,40.8,2.31,91061.0,1,89.04
494,31.4,2.7,72964.0,1,83.21
495,55.2,2.35,55945.0,3,91.05
496,45.4,0.31,70353.0,2,74.21
497,29.6,1.15,97578.0,2,104.1
498,38.1,0.16,75876.0,2,108.38
499,31.2,1.51,81859.0,3,123.66
500,26.2,0.63,54955.0,2,58.6
501,49.3,2.47,90528.0,2,81.42
502,59.1,3.54,116362.0,1,90.64
503,26.0,2.28,54171.0,2,84.96
504,45.6,1.71,46362.0,2,77.64
505,33.5,1.47,73511.0,2,105.55
506,35.1,5.53,87510.0,2,132.23
507,34.1,0.74,68172.0,2,81.25
508,31.4,3.98,48936.0,2,86.29
509,40.5,4.25,67828.0,2,106.12
510,31.7,1.63,81962.0,1,92.13
511,42.7,1.06,61859.0,2,88.24
512,39.5,1.91,82145.0,3,100.94
513,37.6,0.29,93294.0,3,94.67
514,30.9,0.14,74805.0,4,94.24
515,34.2,0.36,69441.0,1,67.63
516,47.6,0.62,86587.0,1,81.86
517,45.0,2.1,52878.0,2,92.55
518,30.2,5.67,50906.0,1,101.3
519,41.0,0.81,64669.0,1,87.07
520,47.5,8.21,60162.0,2,94.25
521,23.3,9.3,53933.0,1,109.63
522,45.4,9.58,106609.0,1,131.95
523,33.4,5.45,113440.0,4,151.73
524,45.7,1.36,62926.0,1,54.36
525,32.4,0.23,71834.0,1,86.76
526,22.0,2.52,66243.0,1,65.83
527,23.7,2.45,92150.0,3,81.73
528,40.5,5.69,96113.0,3,132.19
529,42.6,10.0,34455.0,1,95.14
530,31.0,2.13,79520.0,1,105.59
531,46.4,1.27,43864.0,3,96.05
532,23.4,0.62,105165.0,1,76.07
533,39.3,0.01,78805.0,4,108.66
534,27.9,2.13,53533.0,2,79.32
535,33.5,2.43,65174.0,1,106.68
536,40.5,5.23,64220.0,3,126.95
537,31.4,2.11,80502.0,2,71.89
538,36.2,7.45,90838.0,1,105.02
539,50.1,2.97,47036.0,2,82.99
540,34.2,5.5,106775.0,3,118.79
541,48.4,0.48,102114.0,1,51.26
542,28.7,5.8,52494.0,2,109.27
543,45.3,3.37,71456.0,1,68.22
544,54.4,0.56,104216.0,3,127.78
545,18.0,0.63,94658.0,2,91.8
546,32.0,7.83,63265.0,1,92.59
547,45.8,0.1,86287.0,2,48.58
548,38.0,1.86,129944.0,3,144.69
549,43.7,1.13,72103.0,3,103.77
550,34.0,3.28,57347.0,2,82.8
551,40.9,5.49,73448.0,3,108.45
552,38.4,1.34,74931.0,2,110.71
553,51.7,1.67,59509.0,1,50.84
554,42.5,10.0,78833.0,3,140.93
555,43.4,4.6,44912.0,2,99.39
556,35.9,6.83,56689.0,2,128.69
557,35.1,1.73,85165.0,4,119.63
558,35.7,0.8,34903.0,2,57.07
559,43.9,1.59,88063.0,1,76.47
560,35.8,3.78,29760.0,3,109.48
561,42.9,0.35,35374.0,1,67.74
562,60.8,0.95,60020.0,2,57.49
563,48.7,0.14,75737.0,1,67.47
564,36.7,1.7,96505.0,1,60.68
565,52.0,5.27,71152.0,2,117.72
566,35.9,0.07,65069.0,2,82.86
567,19.6,3.37,81592.0,2,86.3
568,29.9,8.09,52582.0,3,149.78
569,21.3,0.81,72788.0,2,88.76
570,36.5,3.55,46011.0,2,89.63
571,40.2,10.0,71652.0,3,140.97
572,56.8,9.83,67403.0,3,140.5
573,43.3,0.8,53915.0,2,69.76
574,37.8,0.32,73301.0,2,69.85
575,48.3,0.48,73171.0,2,99.86
576,18.0,3.63,93509.0,2,98.83
577,42.4,3.88,37887.0,2,76.59
578,47.7,3.36,68479.0,2,92.04
579,25.2,1.23,54795.0,1,84.87
580,51.4,0.56,87395.0,4,134.37
581,43.4,2.61,85078.0,3,106.05
582,35.8,1.98,80158.0,1,95.5
583,46.3,3.92,55923.0,1,78.38
584,62.7,1.75,87709.0,3,95.48
585,41.8,1.24,39397.0,3,79.76
586,42.5,1.04,35294.0,4,119.85
587,35.4,0.71,44483.0,1,87.74
588,31.5,0.93,69331.0,1,72.42
589,48.3,0.3,83503.0,4,106.15
590,31.4,1.28,20000.0,1,47.77
591,40.7,0.11,96455.0,3,92.68
592,35.2,0.62,72622.0,1,58.04
593,44.8,4.12,38645.0,3,90.19
594,43.3,1.18,72019.0,1,68.42
595,50.4,3.31,91851.0,2,104.79
596,34.9,3.79,81989.0,2,99.65
597,37.3,2.61,91981.0,4,126.61
598,30.2,9.56,42675.0,1,111.57
599,35.6,0.07,61720.0,1,56.71
600,43.8,4.03,51506.0,1,73.14
601,47.6,9.57,104352.0,3,151.7
602,30.8,5.95,82787.0,2,136.28
603,48.7,0.55,126940.0,2,95.9
604,53.6,1.19,60648.0,1,73.73
605,44.1,0.57,55507.0,2,63.69
606,58.8,2.76,67143.0,2,95.34
607,32.3,3.74,97567.0,2,116.13
608,27.6,1.14,62678.0,3,112.43
609,22.2,2.33,72489.0,1,70.4
610,55.0,3.52,71934.0,2,79.23
611,46.5,1.64,70790.0,3,89.57
612,39.4,5.77,56952.0,4,146.13
613,42.8,4.43,67254.0,3,145.19
614,28.7,0.2,66398.0,1,75.42
615,64.5,2.91,69849.0,2,72.83
616,41.3,0.8,88870.0,1,86.54
617,41.1,2.45,105213.0,1,75.13
618,47.3,9.43,53191.0,2,112.98
619,44.8,6.34,62160.0,3,124.22
620,42.2,1.56,53500.0,1,69.44
621,32.1,1.03,73742.0,1,70.88
622,44.7,0.8,59233.0,2,68.54
623,58.8,2.28,74796.0,1,91.66
624,53.5,0.36,92073.0,2,80.33
625,55.9,2.39,20000.0,1,73.29
626,34.9,0.0,79836.0,1,46.72
627,30.1,1.17,60796.0,2,83.72
628,38.7,0.75,79208.0,3,82.05
629,40.6,10.0,52071.0,2,108.3
630,50.9,3.9,93925.0,3,114.03
631,23.1,1.29,88266.0,1,100.08
632,55.3,0.29,81367.0,3,118.17
633,38.4,2.18,85865.0,2,108.42
634,35.7,0.72,55088.0,3,91.26
635,29.9,2.31,57608.0,2,87.7
636,23.5,5.41,85049.0,1,115.57
637,48.2,2.87,54645.0,1,81.48
638,40.7,3.01,98913.0,2,104.88
639,27.1,2.34,63528.0,1,94.78
640,27.0,7.86,80038.0,4,163.94
641,36.6,8.06,111985.0,1,123.83
642,56.7,2.16,55876.0,2,75.75
643,37.4,1.09,71375.0,1,60.86
644,25.0,1.85,91084.0,1,76.07
645,37.5,0.62,89026.0,2,95.64
646,37.3,3.03,63444.0,2,103.17
647,18.0,2.08,59665.0,3,78.26
648,39.5,0.33,65337.0,1,33.59
649,37.7,0.66,98957.0,4,108.68
650,47.0,1.96,64418.0,2,79.24
651,58.5,6.56,71562.0,4,158.79
652,51.3,2.51,61464.0,1,67.58
653,37.3,3.43,84111.0,3,119.71
654,28.9,1.24,73111.0,2,92.06
655,65.7,2.54,49931.0,2,66.56
656,40.6,1.78,50624.0,1,86.03
657,40.1,3.23,30028.0,2,68.18
658,39.8,0.16,53374.0,1,80.53
659,42.0,2.04,85879.0,2,92.6
660,38.6,1.05,96475.0,2,88.84
661,34.3,1.18,83711.0,3,87.92
662,34.5,9.73,81093.0,4,164.19
663,39.7,0.61,67469.0,1,98.84
